quote	title	from	order
Then you'll begin to make it better.{ Better, better, better, better, better!}	Hey Jude	The Beatles	24
Yeah, yeah, yeah, yeah, yeah, yeah ...	Hey Jude	The Beatles	25
Nah ... nah, nah, nah nah nah nah!	Hey Jude	The Beatles	26
Hey, Jude.	Hey Jude	The Beatles	27
Jude, Jude! A-Jude-a, Jude-a, Jude-a, Jude-a!	Hey Jude	The Beatles	28
(Whoo! Nah, nah, nah!)	Hey Jude	The Beatles	29
Nah nah nah nah!	Hey Jude	The Beatles	30
Hey, Jude.	Hey Jude	The Beatles	31
(Jude, Jude! Jude, Jude, Juuude ...)	Hey Jude	The Beatles	32
(You know you can make it! You're Jude, you're not gonna break it!)	Hey Jude	The Beatles	33
(Don't make it bad, Jude.)	Hey Jude	The Beatles	34
(Take a sad song and make it better!)	Hey Jude	The Beatles	35
(Jude. Hey, Jude! Waaaaaaaaa-haaaaa!)	Hey Jude	The Beatles	36
(Oooooh, Jude ...)	Hey Jude	The Beatles	37
(Hey, hey, hey, hey, yeah! Hey ...)	Hey Jude	The Beatles	38
A-nah nah nah ...	Hey Jude	The Beatles	39
Nah nah nah nah!	Hey Jude	The Beatles	40
Hey, Jude.	Hey Jude	The Beatles	41
(A-nah nah nah nah nah nah nah nah nah nah nah nah nah nah!)	Hey Jude	The Beatles	42
(Yeah! Hey, hey, hey, hey. He-eeey ...)	Hey Jude	The Beatles	43
(Make it through!)	Hey Jude	The Beatles	44
(Gonnalkjajkfdshgd-ma ma ma ma ma ma ma ma ma ma ...)	Hey Jude	The Beatles	45
Load up on guns. Bring your friends.	Smells Like Teen Spirit	Nirvana	1
It's fun to lose and to pretend.	Smells Like Teen Spirit	Nirvana	2
She's overboard and self-assured.	Smells Like Teen Spirit	Nirvana	3
Oh, no. I know -- a dirty word.	Smells Like Teen Spirit	Nirvana	4
Hello, hello, hello. How low?	Smells Like Teen Spirit	Nirvana	5
Hello, hello, hello.	Smells Like Teen Spirit	Nirvana	6
With the lights out, it's less dangerous!	Smells Like Teen Spirit	Nirvana	7
Here we are now. Entertain us!	Smells Like Teen Spirit	Nirvana	8
Entertain us!	Smells Like Teen Spirit	Nirvana	9
I feel stupid and contagious.	Smells Like Teen Spirit	Nirvana	10
A mulato. An albino!	Smells Like Teen Spirit	Nirvana	11
A mosquito. My libido!	Smells Like Teen Spirit	Nirvana	12
Yay! Hey. Yay.	Smells Like Teen Spirit	Nirvana	13
I'm worse at what I do best{, and for this gift, I feel blessed}.	Smells Like Teen Spirit	Nirvana	14
Our little group has always been, and always will until the end.	Smells Like Teen Spirit	Nirvana	15
And I forget just why I taste{ -- oh, yeah. I guess it makes me smile}.	Smells Like Teen Spirit	Nirvana	16
I found it hard. It's hard to find.{ Oh, well, whatever. Never mind.}	Smells Like Teen Spirit	Nirvana	17
A denial!	Smells Like Teen Spirit	Nirvana	18
A deniaaaaal!	Smells Like Teen Spirit	Nirvana	19
Ticking away the moments that make up a dull day.	Time	Pink Floyd	1
Fritter and waste the hours in an off-hand way.	Time	Pink Floyd	2
Kicking around on a piece of ground in your hometown.	Time	Pink Floyd	3
Waiting for someone or something to show you the way.	Time	Pink Floyd	4
Tired of lying in the sunshine, staying home to watch the rain.	Time	Pink Floyd	5
You are young and life is long, and there is time to kill today.	Time	Pink Floyd	6
And then one day, you find ten years have got behind you.	Time	Pink Floyd	7
No one told you when to run. You missed the starting gun.	Time	Pink Floyd	8
And you run and you run to catch up with the sun, but it's sinking.	Time	Pink Floyd	9
Racing around to come up behind you again.	Time	Pink Floyd	10
The sun is the same in a relative way, but you're older{, shorter of breath, and one day closer to death!}	Time	Pink Floyd	11
Every year is getting shorter. Never seem to find the time.	Time	Pink Floyd	12
Plans that either come to naught, or half a page of scribbled lines.	Time	Pink Floyd	13
Hanging on in quiet desperation is the English way.	Time	Pink Floyd	14
The time is gone. The song is over. Thought I'd something more to say.	Time	Pink Floyd	15
Home. Home again.{ I like to be here when I can.}	Time	Pink Floyd	16
When I come home, cold and tired, it's good to warm my bones beside the fire.	Time	Pink Floyd	17
Far away across the field, the tolling of the iron bell calls the faithful to their knees{ to hear the softly spoken magic spell} ...	Time	Pink Floyd	18
One, two, three! Uh!	Hey Ya!	Outkast	1
My baby don't mess around because she loves me so, and this I know fo' sho'.	Hey Ya!	Outkast	2
But does she really wanna? But can't stand to see me.{ Walk out the do'.}	Hey Ya!	Outkast	3
Don't try to fight the feelin', 'cause the thought alone is killing me right now.	Hey Ya!	Outkast	4
Thank god for mom and dad for sticking two together.	Hey Ya!	Outkast	5
Hey ... ya ..... Hey ya ...	Hey Ya!	Outkast	6
You think you've got it. Oh, you think you've got it.{ But got it just don't get it 'til there's nothing at aaaaall ...}	Hey Ya!	Outkast	7
We get together. Oh, we get together.	Hey Ya!	Outkast	8
But separate's always better when there's feelings invooooooolved ...	Hey Ya!	Outkast	9
If what they say is "Nothing is forever" ...	Hey Ya!	Outkast	10
Why you are we so in denial when we know we're not happy here?	Hey Ya!	Outkast	11
Y'all don't want me here. You just wanna dance.	Hey Ya!	Outkast	12
Don't want to meet yo' daddy.	Hey Ya!	Outkast	13
Don't want to meet yo' mama.	Hey Ya!	Outkast	14
I'm -- I'm just bein' honest.	Hey Ya!	Outkast	15
Now, what's cooler than bein' cool?	Hey Ya!	Outkast	16
I say what's, what's cooler than bein' cool?	Hey Ya!	Outkast	17
Alright, alright, alright, alright.	Hey Ya!	Outkast	18
Now we gon' break this thing down in just a few seconds.	Hey Ya!	Outkast	19
Now don't have me to break this thing down for nothin'!	Hey Ya!	Outkast	20
Now I wanna see y'all on your baddest behaviour!	Hey Ya!	Outkast	21
Lend me some sugar! I am your neighbour!	Hey Ya!	Outkast	22
Here we go!	Hey Ya!	Outkast	23
Oh, oh!	Hey Ya!	Outkast	24
Shake it. Shake it like a Polaroid picture.	Hey Ya!	Outkast	25
You got to shake it. Shake it. Skake it. Got to shake it.	Hey Ya!	Outkast	26
Shake it, sugar!	Hey Ya!	Outkast	27
Shake it like a Polaroid picture.	Hey Ya!	Outkast	28
Now all Beyonce's, and Lucy Liu's, and baby dolls, get on the floor.	Hey Ya!	Outkast	29
Get on the floor!	Hey Ya!	Outkast	30
You know what to do.	Hey Ya!	Outkast	31
Shake it like a Polaroid picture!	Hey Ya!	Outkast	32
You know what to do!	Hey Ya!	Outkast	33
Do you have the time to listen to me whine about nothing and everything all at once?	Basket Case	Green Day	1
I am one of those melodramatic fools.{ Neurotic to the bone, no doubt about it.}	Basket Case	Green Day	2
Sometimes I give myself the creeps. Sometimes my mind plays tricks on me.	Basket Case	Green Day	3
It all keeps adding up. I think I'm cracking up!	Basket Case	Green Day	4
Am I just paranoid? Am I just stoned?	Basket Case	Green Day	5
I went to a shrink to analyze my dreams.	Basket Case	Green Day	6
She says it's lack of sex that's bringing me down.	Basket Case	Green Day	7
I went to a whore who said my life's a bore, so quit my whining 'cause it's bringing her down!	Basket Case	Green Day	8
Grasping to control, so I better hold on.	Basket Case	Green Day	9
It's ... not ... easy having yourself a good time.	I Can't Decide	Scissor Sisters	1
Greasing up those bets and betters, watching out they don't four-letter ...{ fuck and kiss you both at the same time.}	I Can't Decide	Scissor Sisters	2
Smells like something I've forgotten. Curled up died, and now it's rotten.	I Can't Decide	Scissor Sisters	3
I'm not a gangster tonight. Don't want to be a bad guy.	I Can't Decide	Scissor Sisters	4
I'm just a loner, baby, and now you're gotten in my way.	I Can't Decide	Scissor Sisters	5
I can't decide whether you should live or die.	I Can't Decide	Scissor Sisters	6
Oh, you'll probably go to heaven. Please don't hang your head and cry.	I Can't Decide	Scissor Sisters	7
No wonder why my heart feels dead inside{ -- it's cold and hard and petrified}.	I Can't Decide	Scissor Sisters	8
Lock the doors and close the blinds. We're going for a ride.	I Can't Decide	Scissor Sisters	9
It's ... a ... bitch convincing people to like you.	I Can't Decide	Scissor Sisters	10
If I stop now, call me a quitter. If lies were cats, you'd be litter.	I Can't Decide	Scissor Sisters	11
Pleasing everyone isn't like you.	I Can't Decide	Scissor Sisters	12
Dancing jigs until I'm crippled. Slug ten drinks -- I won't get pickled.	I Can't Decide	Scissor Sisters	13
I've got to hand it to you: you've played by all the same rules.	I Can't Decide	Scissor Sisters	14
It takes the truth to fool me, and now you've made me angry.	I Can't Decide	Scissor Sisters	15
Oh, I could throw you in the lake or feed you poisoned birthday cake.	I Can't Decide	Scissor Sisters	16
I wont deny I'm gonna miss you when you're gone.	I Can't Decide	Scissor Sisters	17
Oh, I could bury you alive, but you might crawl out with a knife and kill me when I'm sleeping.	I Can't Decide	Scissor Sisters	18
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	1
Doo-doo-doo, doo, doo-doo!	Pokemon Johto	Pokemon	2
Everybody wants to be a master. Everybody wants show their skills.	Pokemon Johto	Pokemon	3
Everybody wants to get there faster. Make their way to the top of the hills.	Pokemon Johto	Pokemon	4
Each time you try, gonna get just a little bit better.	Pokemon Johto	Pokemon	5
Each step you climb is one more step up the ladder!	Pokemon Johto	Pokemon	6
It's a whole new world we live in. It's a whole new way to see.	Pokemon Johto	Pokemon	7
It's a whole new place with a brand new attitude, but you still gotta catch 'em all{, and be the best that you can be}!	Pokemon Johto	Pokemon	8
And be the best that you can be!	Pokemon Johto	Pokemon	9
Everybody wants make a statement! Everybody needs to carve their mark!	Pokemon Johto	Pokemon	10
To stand alone in the victory circle, state their claim when the music starts!	Pokemon Johto	Pokemon	11
Give it all you've got! You can be the very best ever!	Pokemon Johto	Pokemon	12
Take your best shot! What you've learned will come together!	Pokemon Johto	Pokemon	13
POKEMON JOHTO!	Pokemon Johto	Pokemon	14
In darkness, we do what we can.	Turning Away	Dougie Maclean	1
In daylight, we're oblivion.	Turning Away	Dougie Maclean	2
Our hearts, so raw and clear, are turning away ... turning away from here.	Turning Away	Dougie Maclean	3
On the water, we have walked like the fearless child.	Turning Away	Dougie Maclean	4
What was fastened, we've unlocked, revealing wondrous wild.	Turning Away	Dougie Maclean	5
And in search of confirmation, we have jumped into the fire, and scrambled with our burning feet through uncontrollable desire.	Turning Away	Dougie Maclean	6
There's a well upon the hill from our ancient past, where an age is standing, still holding strong and fast.	Turning Away	Dougie Maclean	7
And there's those that try to tame it, and to carve it into stone.	Turning Away	Dougie Maclean	8
Ah, but words cannot extinguish it however hard they're thrown.	Turning Away	Dougie Maclean	9
And in darkness, we do what we can.	Turning Away	Dougie Maclean	10
On Loch Etive, they have worked with their highland dreams.	Turning Away	Dougie Maclean	11
By Kilcrennan, they have nourished in the mountain streams.	Turning Away	Dougie Maclean	12
And in searching for acceptance, they had given it away.	Turning Away	Dougie Maclean	13
Only the children of their children know the price they had to pay.	Turning Away	Dougie Maclean	14
Through the gates of hell, as we make our way to heaven ...	Primo Victoria	Sabaton	1
Through the Nazi lines ...	Primo Victoria	Sabaton	2
Primo Victoria!	Primo Victoria	Sabaton	3
We've been training for years. Now we're ready to strike as the great operation begins.	Primo Victoria	Sabaton	4
We're the first wave on the shore. We're the first ones to fall!	Primo Victoria	Sabaton	5
Yet soldiers have fallen before.	Primo Victoria	Sabaton	6
In the dawn they will pay with their lives as the price!	Primo Victoria	Sabaton	7
History's written today.	Primo Victoria	Sabaton	8
In this burning inferno, know that nothing remains as our forces advance on the beach.	Primo Victoria	Sabaton	9
Aiming for heaven, though serving in hell, victory is ours.	Primo Victoria	Sabaton	10
Their forces will fall!	Primo Victoria	Sabaton	11
On the 6th of June, on the shores of western Europe 1944, D-Day upon us!	Primo Victoria	Sabaton	12
We've been here before, used to this kind of war: crossfire grind through the sand.	Primo Victoria	Sabaton	13
Our orders were easy: it's kill or be killed!	Primo Victoria	Sabaton	14
Blood on both sides will be spilled.	Primo Victoria	Sabaton	15
Now that we are at war with the Axis again, this time we know what will come.	Primo Victoria	Sabaton	16
6th of June, 1944! Allies are turning the war.	Primo Victoria	Sabaton	17
Normandy, state of anarchy! Overlord!	Primo Victoria	Sabaton	18
On the 6th of June, on the shores of western Europe 1944 -- Primo Victoria!	Primo Victoria	Sabaton	19
Versace, Versace, Medusa head on me like I'm 'Luminati.	Versace	Migos	1
I--I--I know that you like it, Versace, my neck and my wrist is so sloppy.	Versace	Migos	2
{V-V-V-}Versace, Versace, I love it, Versace, the top of my Audi.	Versace	Migos	3
My plug, he John Gotti, he give me the dozen, I know that they're mighty.	Versace	Migos	4
Goin' be checkin' it!	Versace	Migos	5
Whoa.	Versace	Migos	6
I mean I just left the Versace store.	Versace	Migos	7
Versace, Versace,	Versace	Migos	8
Whoo.	Versace	Migos	9
(HOOD RICH.)	Versace	Migos	10
Shoes and shirt Versace -- your bitch want in on my pockets.	Versace	Migos	11
She ask me why my drawers silk. I told that bitch, "Versace."	Versace	Migos	12
Cheetah print on my sleeve, but I ain't ever been in the jungle.	Versace	Migos	13
Try to take my sack. Better run with it, nigga -- don't fumble.	Versace	Migos	14
Get that new Truey -- I do it Versace.	Versace	Migos	15
You copped the Honda -- I copped the Mazi.	Versace	Migos	16
You smoke the mid -- I smoke exotic.	Versace	Migos	17
I set the trend -- you niggas copy.	Versace	Migos	18
Cooking the dope, like I work at Hibachi,	Versace	Migos	19
Lookin' and watchin', blow it hot like some Taki.	Versace	Migos	20
Come in my room, my sheet Versace	Versace	Migos	21
When I go to sleep, I dream Versace.	Versace	Migos	22
Medusa, Medusa, Medusa	Versace	Migos	23
These niggas, they wishing they knew ya.	Versace	Migos	24
They coppin' the Truey, remixing the Louie.	Versace	Migos	25
My blunts is fat as Repuschia.	Versace	Migos	26
Different stripped shirt like I'm Tony the Tiger.	Versace	Migos	27
I'm beating the pot -- call me Michael.	Versace	Migos	28
None of you niggas can copy.	Versace	Migos	29
Look at my closet: Versace, Versace.	Versace	Migos	30
King of Versace, Medusa my wallet.	Versace	Migos	31
My car is Versace, tiger stripes on my Mazi.	Versace	Migos	32
I'm dressing so nice, they can't even copy.	Versace	Migos	33
You think I'm Egyptian, this gold on my body.	Versace	Migos	34
My money my mission, two bitches they kissing my diamonds.	Versace	Migos	35
Is pissin', my swag is exquisite.	Versace	Migos	36
No offset, no preacher, but you niggas listen: them blue and white diamonds -- they look like the Pistons.	Versace	Migos	37
Codeine sippin', Versace, I'm gripping them bands in my pocket.	Versace	Migos	38
You know that I'm living.	Versace	Migos	39
I'm draped up in gold, but no pharaoh.	Versace	Migos	40
Rockin' handcuffs, that's Ferragamo.	Versace	Migos	41
Bricks by the boat -- overload.	Versace	Migos	42
I'm think I'm the don, but no Rocko.	Versace	Migos	43
This the life that I chose.	Versace	Migos	44
Bought out the store -- can't go back no more.	Versace	Migos	45
Versace my clothes, while I'm sellin' them bows.	Versace	Migos	46
Versace took over. It took out my soul.	Versace	Migos	47
